BarCode,MRP,ItemName,Category,SubCategory,COMPANY,BRAND,UnitType
808042000206,85,AYUR SKIN TONER 200ML,PERSONAL CARE,"CREAMS, LOTIONS",3N PRODUCTS,AYUR ,PC
808042000244,90,AYUR BODY CARE LOTION 200ML,PERSONAL CARE,"CREAMS, LOTIONS",3N PRODUCTS,AYUR ,PC
808042000374,85,AYUR SUN SCREEN SPF15 LOTION 200ML,PERSONAL CARE,"CREAMS, LOTIONS",3N PRODUCTS,AYUR ,PC
808042000381,145,AYUR SUN SREEN LOTION 200ML,PERSONAL CARE,"CREAMS, LOTIONS",3N PRODUCTS,AYUR ,PC
808042000398,110,AYUR SUNSCREEN LOTION SPF30 10,PERSONAL CARE,"CREAMS, LOTIONS",3N PRODUCTS,AYUR ,PC
808042000411,40,AYUR AMLA & SHIKAKAI SHAMPOO 100GM,PERSONAL CARE,SHAMPOO,3N PRODUCTS,AYUR ,PC
808042000442,200,AYUR SHAMPOO AMLA 1LTR,PERSONAL CARE,SHAMPOO,3N PRODUCTS,AYUR ,PC
808042000459,40,AYUR SOYA PROTEIN SHAMPOO 100ML,PERSONAL CARE,SHAMPOO,3N PRODUCTS,AYUR ,PC
808042000473,105,AYUR SHAMPOO SOYA PROTIEN 500M,PERSONAL CARE,SHAMPOO,3N PRODUCTS,AYUR ,PC
808042000480,175,AYUR SHAMPOO SOYA 1 LTR,PERSONAL CARE,SHAMPOO,3N PRODUCTS,AYUR ,PC
808042000497,35,AYUR SHAMPOO COCONUT 100ML,PERSONAL CARE,SHAMPOO,3N PRODUCTS,AYUR ,PC
808042000503,75,AYUR COCONUT SHAMPOO 200ML,PERSONAL CARE,SHAMPOO,3N PRODUCTS,AYUR ,PC
808042000510,105,AYUR SHAMPOO COCONUT 500ML,PERSONAL CARE,SHAMPOO,3N PRODUCTS,AYUR ,PC
808042000534,27,AYUR SHAMPOO LEMON 100ML,PERSONAL CARE,SHAMPOO,3N PRODUCTS,AYUR ,PC
808042000558,105,AYUR SHAMPOO LEMON 500ML,PERSONAL CARE,SHAMPOO,3N PRODUCTS,AYUR ,PC
808042000619,35,AYUR SHAMPOO HENNA 100ML,PERSONAL CARE,SHAMPOO,3N PRODUCTS,AYUR ,PC
808042000770,0,AYUR ROSE MIST FACE CARE 100ML BTL,PERSONAL CARE,FACE CARE,3N PRODUCTS,AYUR ,PC
808042000831,15,AYUR ROSE PACK PACK 25GM,PERSONAL CARE,FACE CARE,3N PRODUCTS,AYUR ,PC
808042001005,27,AYUR SHAMPOO SOYA 100ML,PERSONAL CARE,SHAMPOO,3N PRODUCTS,AYUR ,PC
808042001012,30,AYUR ROSE SATIN FAIRNESS B,PERSONAL CARE,FACE CARE,3N PRODUCTS,AYUR ,PC
808042001050,60,AYUR HERBAL COLD CREAM 80ML,PERSONAL CARE,"CREAMS, LOTIONS",3N PRODUCTS,AYUR ,PC
808042001067,100,AYUR COLD CREAM VERA 200GM,PERSONAL CARE,"CREAMS, LOTIONS",3N PRODUCTS,AYUR ,PC
808042001081,60,AYUR MASSAGE CREAM ALOE VERA 80ML,PERSONAL CARE,"CREAMS, LOTIONS",3N PRODUCTS,AYUR ,PC
808042001098,100,AYUR HERBAL MASSAGE CREAM 200ML,PERSONAL CARE,"CREAMS, LOTIONS",3N PRODUCTS,AYUR ,PC
808042001111,60,AYUR ALL PURPOSE CREAM,PERSONAL CARE,"CREAMS, LOTIONS",3N PRODUCTS,AYUR ,PC
808042001128,100,AYUR ALL PURPOSE CREAM 200ML,PERSONAL CARE,"CREAMS, LOTIONS",3N PRODUCTS,AYUR ,PC
808042001142,35,AYUR COLD WAX 150GM,PERSONAL CARE,DEPILATORY AIDS,3N PRODUCTS,AYUR ,PC
808042001166,35,AYUR HOT WAX 200G,PERSONAL CARE,DEPILATORY AIDS,3N PRODUCTS,AYUR ,PC
808042001265,30,AYUR NATURAL HAIR WASH 200G,PERSONAL CARE,SHAMPOO,3N PRODUCTS,AYUR ,PC
808042001272,185,AYUR SUNSCREEN LOTION SPF30 20,PERSONAL CARE,"CREAMS, LOTIONS",3N PRODUCTS,AYUR ,PC
808042001302,50,AYUR SKIN CARE SHEA BUTTER LOTION 100ML,PERSONAL CARE,"CREAMS, LOTIONS",3N PRODUCTS,AYUR ,PC
808042001319,90,AYUR SKIN CARE SHEA BUTTER LOTION 200ML,PERSONAL CARE,"CREAMS, LOTIONS",3N PRODUCTS,AYUR ,PC
808042001333,75,AYUR ALMOND CREAM,PERSONAL CARE,"CREAMS, LOTIONS",3N PRODUCTS,AYUR ,PC
808042001791,0,AYUR WATER PRF SUNSCRN SPF20 100M BTL,PERSONAL CARE,"CREAMS, LOTIONS",3N PRODUCTS,AYUR ,PC
808042001821,75,AYUR SCRUB STRAWBERRY 100GM,PERSONAL CARE,FACE CARE,3N PRODUCTS,AYUR ,PC
808042001920,60,AYUR LEMON FACE GEL,PERSONAL CARE,FACE CARE,3N PRODUCTS,AYUR ,PC
808042001937,0,AYUR LEMON & HONEY FACE GEL 50ML TUBE,PERSONAL CARE,FACE CARE,3N PRODUCTS,AYUR ,PC
808042001975,35,AYUR TEA TREEFACE WASH 50ML,PERSONAL CARE,FACE WASH,3N PRODUCTS,AYUR ,PC
808042002316,0,AYUR SUN SCRN LTN FOR MEN SPF30 50M TUBE,PERSONAL CARE,"CREAMS, LOTIONS",3N PRODUCTS,AYUR ,PC
808042003009,30,AYUR SKIN TONER 100ML,PERSONAL CARE,FACE CARE,3N PRODUCTS,AYUR ,PC
808042003023,85,AYUR SUNSCREEN LOTION 100ML,PERSONAL CARE,"CREAMS, LOTIONS",3N PRODUCTS,AYUR ,PC
808042003313,60,AYUR PAPAYA FACE GEL 80GM,PERSONAL CARE,FACE CARE,3N PRODUCTS,AYUR ,PC
808042004051,195,AYUR MOISTURIZER GREEN 1LTR,PERSONAL CARE,"CREAMS, LOTIONS",3N PRODUCTS,AYUR ,PC
808042004174,160,AYUR SUNSCREEN SKIN CARE 200ML,PERSONAL CARE,"CREAMS, LOTIONS",3N PRODUCTS,AYUR ,PC
808042004594,90,AYUR CLEANSING MILK 200ML,PERSONAL CARE,"CREAMS, LOTIONS",3N PRODUCTS,AYUR ,PC
808042004600,90,AYUR ASTRINGENT 200ML,PERSONAL CARE,FACE CARE,3N PRODUCTS,AYUR ,PC
808042004624,90,AYUR MOISTURISER DAILY SKIN CARE 200ML,PERSONAL CARE,"CREAMS, LOTIONS",3N PRODUCTS,AYUR ,PC
808042004631,90,AYUR BODY CARE LOTION 200ML,PERSONAL CARE,"CREAMS, LOTIONS",3N PRODUCTS,AYUR ,PC
808042004679,150,AYUR MOISTURIZER GREEN 500ML,PERSONAL CARE,"CREAMS, LOTIONS",3N PRODUCTS,AYUR ,PC
808042004891,130,AYUR SUNSCREEN LOTION SPF15 20,PERSONAL CARE,"CREAMS, LOTIONS",3N PRODUCTS,AYUR ,PC
808042004907,70,AYUR SUNSCREEN LOTION SPF15 10,PERSONAL CARE,"CREAMS, LOTIONS",3N PRODUCTS,AYUR ,PC
808042005010,25,AYUR HENNA NATURAL 100GM,PERSONAL CARE,HAIR COLOURS,3N PRODUCTS,AYUR ,PC
808042005027,40,AYUR HENNA POWDER 200G,PERSONAL CARE,HAIR COLOURS,3N PRODUCTS,AYUR ,PC
808042005461,0,AYUR AV RLX&BAL ASTNGNT MOIST 200ML BTL,PERSONAL CARE,FACE CARE,3N PRODUCTS,AYUR ,PC
808042007151,45,AYUR FACE SCRUB 60G,PERSONAL CARE,FACE CARE,3N PRODUCTS,AYUR ,PC
808042007250,55,AYUR DAI-SLIM TUMBLER,PERSONAL CARE,FACE CARE,3N PRODUCTS,AYUR ,PC
808042009018,15,AYUR ROSE WATER 60ML,PERSONAL CARE,FACE CARE,3N PRODUCTS,AYUR ,PC
808042009025,25,AYUR ROSE WATER 100ML,PERSONAL CARE,FACE CARE,3N PRODUCTS,AYUR ,PC
808042011066,1,AYUR SHAMPOO AMLA SHIKAKAI 7ML,PERSONAL CARE,SHAMPOO,3N PRODUCTS,AYUR ,PC
815865000016,9.00000915,BLACK ROSE,PERSONAL CARE,HAIR COLOURS,HENNA EXPORTS CORPORATION,BLACK ROSE,PC
815865000115,12,BLACK ROSE 10G,PERSONAL CARE,HAIR COLOURS,HENNA EXPORTS CORPORATION,BLACK ROSE,PC
815865000122,0,BLACK ROSE KALI MEHENDI,PERSONAL CARE,HAIR COLOURS,HENNA EXPORTS CORPORATION,BLACK ROSE,PC
815865000948,12,BLACK ROSE NATURAL BLACK 10G,PERSONAL CARE,HAIR COLOURS,HENNA EXPORTS CORPORATION,BLACK ROSE,PC
815865000962,12,BLACK ROSE BURGUNDY 10G,PERSONAL CARE,HAIR COLOURS,HENNA EXPORTS CORPORATION,BLACK ROSE,PC
815865000986,12,BLACK ROSE NATURAL BROUN 10G,PERSONAL CARE,HAIR COLOURS,HENNA EXPORTS CORPORATION,BLACK ROSE,PC
818525001859,0,HANDI - CHEESE FINGERS - 200 G. POUCH,PACKAGED FOODS,SNACKS,kraft foods,HANDI ,PC
818525001866,0,HANDI - CHEESE BALLS - 200G. POUCH,PACKAGED FOODS,SNACKS,kraft foods,HANDI ,PC
827755070030,200,BRUT DEO BIG,PERSONAL CARE,DEODARANTS,UNILEVER,BRUT ,PC
827755070047,185,BRUT DEO ORIGINAL 283G,PERSONAL CARE,DEODARANTS,UNILEVER,BRUT ,PC
827755070177,140,BRUT DEO ORIGINAL 200ML,PERSONAL CARE,DEODARANTS,UNILEVER,BRUT ,PC
827755070511,140,BRUT SHAVING FOAM 312G,PERSONAL CARE,MALE GROOMING - SHAVING CREAM/LOTIONS/GEL,Unilever,BRUT ,PC
837823002016,0,COLORMATE HAIR COLOUR NATURALBLACK 30ML,PERSONAL CARE,HAIR COLOURS,HENNA EXPORTS CORPORATION,BLACK ,PC
841541000001,20,STAETA SOY NATURAL 200ML,BEVERAGES,OTHER DRINKS,pro soya foods,STAETA SOY ,PC
841541000025,0,STAETA SOY MILK 1 LTR NATURAL,BEVERAGES,OTHER DRINKS,pro soya foods,STAETA SOY ,PC
841541000605,22,STAETA SOY CHOCOLATE 200ML,BEVERAGES,OTHER DRINKS,pro soya foods,STAETA SOY ,PC
841541000629,95,STAETA SOY CHOCOLATE 1L,BEVERAGES,OTHER DRINKS,pro soya foods,STAETA SOY ,PC
841541000803,22,STAETA SOY KESAR PISTA 200ML,BEVERAGES,OTHER DRINKS,pro soya foods,STAETA SOY ,PC
841541000827,95,STAETA SOY KESAR PISTA 1LTR,BEVERAGES,OTHER DRINKS,pro soya foods,STAETA SOY ,PC
843153002022,0,TOPS GULAB JAMUN MIX 200GM CBD,PACKAGED FOODS,READY TO COOK / INSTANT MIXES,TOPS INDIA,TOPS ,PC
843153022266,0,TOPS CUSTARD VANILLA 100 GMS BOX,PACKAGED FOODS,READY TO COOK / INSTANT MIXES,TOPS INDIA,TOPS ,PC
843153036423,0,TOPS JELLY-ORANGE 90 GM CBD,PACKAGED FOODS,BAKING/DESSERT PREP,TOPS INDIA,TOPS ,PC
843153041519,0,TOPS CORNFLOUR 100 GM CBD,PACKAGED FOODS,BAKING/DESSERT PREP,TOPS INDIA,TOPS ,PC
843153051556,0,TOPS BAKING POWDER 100 GM PLASTIC JAR,PACKAGED FOODS,BAKING/DESSERT PREP,TOPS INDIA,TOPS ,PC
843153082604,0,TOPS CAKE MIX-VANILLA 250 GM CBD,PACKAGED FOODS,BAKING/DESSERT PREP,TOPS INDIA,TOPS ,PC
843153083601,0,TOPS CAKE MIX-CHOCOLATE 250 GM CBD,PACKAGED FOODS,BAKING/DESSERT PREP,TOPS INDIA,TOPS ,PC
846597001019,0,TOPS MANGO PICKLE 500GM BTL,PACKAGED FOODS,PICKLES,TOPS INDIA,TOPS ,PC
846597001026,0,TOPS MIXED PICKLE 400G,PACKAGED FOODS,PICKLES,TOPS INDIA,TOPS ,PC
846597001064,0,TOPS LIME PICKLE 400GM BTL,PACKAGED FOODS,PICKLES,TOPS INDIA,TOPS ,PC
846597001224,0,TOPS STUFFED RED CHILLI PICKLE 400GM BTL,PACKAGED FOODS,PICKLES,TOPS INDIA,TOPS ,PC
846597001507,0,TOPS SEVIYAN 220G,PACKAGED FOODS,BAKING/DESSERT PREP,TOPS INDIA,TOPS ,PC
846597001552,0,TOPS PLAIN NOODLES 400G,PACKAGED FOODS,NOODLES / PASTA/ VERMICILLI,TOPS INDIA,TOPS ,PC
846597002504,0,TOPS RO/SEVIYAN 220G,PACKAGED FOODS,BAKING/DESSERT PREP,TOPS INDIA,TOPS ,PC
846597003020,0,TOPS MIXED PICKLE 200GM,PACKAGED FOODS,PICKLES,TOPS INDIA,TOPS ,PC
846597003051,0,TOPS GREEN CHILLI PICKLE 200GM,PACKAGED FOODS,PICKLES,TOPS INDIA,TOPS ,PC
846597008049,0,TOPS C/F 200G,PACKAGED FOODS,READY TO COOK / INSTANT MIXES,TOPS INDIA,TOPS ,PC
846597009046,0,TOPS C/F500G,PACKAGED FOODS,READY TO COOK / INSTANT MIXES,TOPS INDIA,TOPS ,PC
846597011056,0,TOPS JELLY-BLACK CURRENT 90 GM CBD,PACKAGED FOODS,BAKING/DESSERT PREP,TOPS INDIA,TOPS ,PC
846597011063,0,TOPS LITCHI JELLY,PACKAGED FOODS,BAKING/DESSERT PREP,TOPS INDIA,TOPS ,PC
846597012015,0,TOPS CORNFLOUR 100GM,PACKAGED FOODS,BAKING/DESSERT PREP,TOPS INDIA,TOPS ,PC
846597021017,0,TOPS CUSTARD VANILLA 100G,PACKAGED FOODS,BAKING/DESSERT PREP,TOPS INDIA,TOPS ,PC
846597021024,0,TOPS CUST PWD,PACKAGED FOODS,BAKING/DESSERT PREP,TOPS INDIA,TOPS ,PC
846597021048,0,TOPS KESAR PISTA 100G,PACKAGED FOODS,BAKING/DESSERT PREP,TOPS INDIA,TOPS ,PC
846597021055,0,TOPS CUSTARD KESAR ELAICHI 100G,PACKAGED FOODS,BAKING/DESSERT PREP,TOPS INDIA,TOPS ,PC
846597026012,0,TOPS MANGO PICKLE 1KG JAR,PACKAGED FOODS,PICKLES,TOPS INDIA,TOPS ,PC
846597026029,0,TOPS MIXED PICKLE 1 KG JAR,PACKAGED FOODS,PICKLES,TOPS INDIA,TOPS ,PC
846597028412,0,TOPS MIXED JAM 250GM,PACKAGED FOODS,"SAUCES, JAMS & SPREADS",TOPS INDIA,TOPS ,PC
846597029419,0,TOPS MIXED FRUIT JAM 500 GM BTL,PACKAGED FOODS,"SAUCES, JAMS & SPREADS",TOPS INDIA,TOPS ,PC
846597029426,0,TOPS PINE APPLE JAM 500 GM BTL,PACKAGED FOODS,"SAUCES, JAMS & SPREADS",TOPS INDIA,TOPS ,PC
846597031016,0,TOPS GUL JAMUN 100G,PACKAGED FOODS,READY TO COOK / INSTANT MIXES,TOPS INDIA,TOPS ,PC
846597031030,0,TOPS MIX KULFI,PACKAGED FOODS,BAKING/DESSERT PREP,TOPS INDIA,TOPS ,PC
846597032013,0,TOPS INSTANT MIX DAHI BHALLA 200G,PACKAGED FOODS,READY TO COOK / INSTANT MIXES,TOPS INDIA,TOPS ,PC
846597032020,0,TOPS GUL JAMUN 200G,PACKAGED FOODS,READY TO COOK / INSTANT MIXES,TOPS INDIA,TOPS ,PC
846597032037,0,TOPS KHAMAN DHOKLA,PACKAGED FOODS,READY TO COOK / INSTANT MIXES,TOPS INDIA,TOPS ,PC
846597032044,0,TOPS MOONG DAL LAD,PACKAGED FOODS,READY TO COOK / INSTANT MIXES,TOPS INDIA,TOPS ,PC
846597032068,0,TOPS INSTANT MIX RICE IDLI 200G,PACKAGED FOODS,READY TO COOK / INSTANT MIXES,TOPS INDIA,TOPS ,PC
846597032099,0,TOPS RAWA DOSA,PACKAGED FOODS,READY TO COOK / INSTANT MIXES,TOPS INDIA,TOPS ,PC
846597040407,0,TOPS VINEGAR 200ML,PACKAGED FOODS,"SAUCES, JAMS & SPREADS",TOPS INDIA,TOPS ,PC
846597040414,0,TOPS MIXED FRUIT JAM 900GM PLASTIC JAR,PACKAGED FOODS,"SAUCES, JAMS & SPREADS",TOPS INDIA,TOPS ,PC
846597042401,0,TOPS VINEGER,PACKAGED FOODS,"SAUCES, JAMS & SPREADS",TOPS INDIA,TOPS ,PC
846597044405,0,TOPS VINEGAR 430ML BOTTLE BTL,PACKAGED FOODS,"SAUCES, JAMS & SPREADS",TOPS INDIA,TOPS ,PC
846597045402,0,"TOPS VIN,NON FRUIT610ML",PACKAGED FOODS,"SAUCES, JAMS & SPREADS",TOPS INDIA,TOPS ,PC
846597046560,0,TOPS GREEN CHILLI SAUCE 200 GM BTL,PACKAGED FOODS,"SAUCES, JAMS & SPREADS",TOPS INDIA,TOPS ,PC
846597046577,0,TOPS RED CHILLI SAUCE 200 GM BTL,PACKAGED FOODS,"SAUCES, JAMS & SPREADS",TOPS INDIA,TOPS ,PC
846597046584,0,TOPS SOYA SAUCE 180 GM BTL,PACKAGED FOODS,"SAUCES, JAMS & SPREADS",TOPS INDIA,TOPS ,PC
846597048403,0,TOPS VINEGAR 430ML,PACKAGED FOODS,"SAUCES, JAMS & SPREADS",TOPS INDIA,TOPS ,PC
846597049400,0,TOPS VINEGAR 430ML,PACKAGED FOODS,"SAUCES, JAMS & SPREADS",TOPS INDIA,TOPS ,PC
846597061754,0,TOPS TOMTO KETCHUP 200GM BOTTLE,PACKAGED FOODS,"SAUCES, JAMS & SPREADS",TOPS INDIA,TOPS ,PC
846597062751,0,TOPS TOMATO KETCHUP 500GM BTL,PACKAGED FOODS,"SAUCES, JAMS & SPREADS",TOPS INDIA,TOPS ,PC
846597063758,0,TOPS TOMATO KETCHUP 1 KG BTL,PACKAGED FOODS,"SAUCES, JAMS & SPREADS",TOPS INDIA,TOPS ,PC
846597063765,0,TOPS 1KG KETCHUP,PACKAGED FOODS,"SAUCES, JAMS & SPREADS",TOPS INDIA,TOPS ,PC
846597065011,0,TOPS BAKING POWDER 100G,PACKAGED FOODS,BAKING/DESSERT PREP,TOPS INDIA,TOPS ,PC
846597067015,0,TOPS DRINKING CHOCOLATE 100G,BEVERAGES,OTHER DRINKS,TOPS INDIA,TOPS ,PC
846597069019,0,TOP'S CAKE MIX,PACKAGED FOODS,BAKING/DESSERT PREP,TOPS INDIA,TOPS ,PC
846597069026,0,TOP'S CAKE MIX,PACKAGED FOODS,BAKING/DESSERT PREP,TOPS INDIA,TOPS ,PC
846597069033,0,TOP'S CAKE MIX,PACKAGED FOODS,BAKING/DESSERT PREP,TOPS INDIA,TOPS ,PC
849229032139,15,HARIOM'S AGARABATHI CHANDAN 50G,HOME CARE,Agarbatti & Other pooja items,unbranded,HARIOM'S ,PC
855830002027,220,AMERICAS BEST CANISTAR CHEEZ BALLZ 85g,PACKAGED FOODS,SNACKS,AMIRA FOODS,AMERICAS ,PC
855830002034,220,AMERICAS BEST CANISTAR CHEEZ CURLZ 120g,PACKAGED FOODS,SNACKS,AMIRA FOODS,AMERICAS ,PC
855830002041,220,AMERICAS BEST CANISTAR PIZZA BALLZ 85g,PACKAGED FOODS,SNACKS,AMIRA FOODS,AMERICAS ,PC
855830002058,220,AMERICAS BEST CANISTAR EXTR CHEZ BAL 85g,PACKAGED FOODS,SNACKS,AMIRA FOODS,AMERICAS ,PC
870351001205,21,SAVORIT SEMIA 500,PACKAGED FOODS,NOODLES / PASTA/ VERMICILLI,SAVORIT,SAVORIT,PC
870351002400,37.0000109,SAVORIT ROASTED SEMIA 450,PACKAGED FOODS,NOODLES / PASTA/ VERMICILLI,SAVORIT,SAVORIT,PC
871265500464,0,HR CHILLI CHTKA 80GM,STAPLES,FRUITS & VEGETABLES,HR,LOOSE ITEMS ,PC
871265501027,0,HR PEANUT SALTED 10/-,STAPLES,FRUITS & VEGETABLES,HR,LOOSE ITEMS ,PC
871265502024,0,HALDIRAM ALL IN ONE 200G PP,PACKAGED FOODS,SNACKS,HALDIRAM GROUP,HALDIRAM'S ,PC
871265502031,0,HALDIRAM(D)BOMBACHANANAMKEEN200GMPOUC,PACKAGED FOODS,SNACKS,HALDIRAM GROUP,HALDIRAM'S ,PC
871265502048,0,HALDIRAM (D) PANCHRATAN 200G,PACKAGED FOODS,SNACKS,HALDIRAM GROUP,HALDIRAM'S ,PC
871265502055,0,HALDIRAM BHUJIA MASALA 200G PP,PACKAGED FOODS,SNACKS,HALDIRAM GROUP,HALDIRAM'S ,PC
871265502062,0,HALDIRAM (D) PLAIN BHUJIA 200 GM,PACKAGED FOODS,SNACKS,HALDIRAM GROUP,HALDIRAM'S ,PC
871265502079,0,HALDIRAM (D) MSLA BOONDI 200 GM,PACKAGED FOODS,SNACKS,HALDIRAM GROUP,HALDIRAM'S ,PC
871265502086,0,HALDIRAM (D) BOONDI RAITA NMKN 200GM,PACKAGED FOODS,SNACKS,HALDIRAM GROUP,HALDIRAM'S ,PC
871265502093,0,HALDIRAM(D)CHANAJORGARAMNAMKEE200GMPOUCH,PACKAGED FOODS,SNACKS,HALDIRAM GROUP,HALDIRAM'S ,PC
871265502116,0,HALDIRAM (D) DALBIJINAMKEEN200GMPOUCH,PACKAGED FOODS,SNACKS,HALDIRAM GROUP,HALDIRAM'S ,PC
871265502123,0,HALDIRAM(D)CHANADALNAMKEEN200GMPOUCH,PACKAGED FOODS,SNACKS,HALDIRAM GROUP,HALDIRAM'S ,PC
871265502130,0,HALDIRAM MOONGDAL 200G PP,PACKAGED FOODS,SNACKS,HALDIRAM GROUP,HALDIRAM'S ,PC
871265502154,0,HALDIRAM(D)HARACHIWRANAMKEEN200GMPOUCH,PACKAGED FOODS,SNACKS,HALDIRAM GROUP,HALDIRAM'S ,PC
871265502192,0,HALDIRAM(D)CHANA CRACKER 200GM PP,PACKAGED FOODS,SNACKS,HALDIRAM GROUP,HALDIRAM'S ,PC
871265502208,0,HALDIRAM NAVRATAN MIXTURE 200G PP,PACKAGED FOODS,SNACKS,HALDIRAM GROUP,HALDIRAM'S ,PC
871265502215,0,HALDIRAM (D) SHAHI MIX 200 GM,PACKAGED FOODS,SNACKS,HALDIRAM GROUP,HALDIRAM'S ,PC
871265502222,0,HALDIRAM GATHIA 200 GM POUCH,PACKAGED FOODS,SNACKS,HALDIRAM GROUP,HALDIRAM'S ,PC
871265502239,0,HALDIRAM (D) MASALA PEANUT 200 GM PP,PACKAGED FOODS,SNACKS,HALDIRAM GROUP,HALDIRAM'S ,PC
871265502253,0,HALDIRAM(D)KABLICHANANAMKEEN200GMPOUCH,PACKAGED FOODS,SNACKS,HALDIRAM GROUP,HALDIRAM'S ,PC
871265502284,0,HALDIRAM (D) KARANCHY MIX 200 GM,PACKAGED FOODS,SNACKS,HALDIRAM GROUP,HALDIRAM'S ,PC
871265502291,0,HALDIRAM (D) LONG SEV 200 GM,PACKAGED FOODS,SNACKS,HALDIRAM GROUP,HALDIRAM'S ,PC
871265502307,0,HALDIRAM (D) METHI SEV 200 GM,PACKAGED FOODS,SNACKS,HALDIRAM GROUP,HALDIRAM'S ,PC
871265502314,0,HALDIRAM (D) CHILLI CHATAK LACHHA 200G,PACKAGED FOODS,SNACKS,HALDIRAM GROUP,HALDIRAM'S ,PC
871265502321,0,HALDIRAM (D) MINT LACHHA 200G,PACKAGED FOODS,SNACKS,HALDIRAM GROUP,HALDIRAM'S ,PC
871265502338,0,HALDIRAM SALTED PEANUT 200 GM POUCH,PACKAGED FOODS,SNACKS,HALDIRAM GROUP,HALDIRAM'S ,PC
871265502345,0,HALDIRAM (D) BHELPURI 200G PP,PACKAGED FOODS,SNACKS,HALDIRAM GROUP,HALDIRAM'S ,PC
871265502369,0,HALDIRAM (D)BOMBAYMIXNAMKEEN200GMPOUC,PACKAGED FOODS,SNACKS,HALDIRAM GROUP,HALDIRAM'S ,PC
871265502376,0,HALDIRAM(D)GUJRATI MIX 200 GM PP,PACKAGED FOODS,SNACKS,HALDIRAM GROUP,HALDIRAM'S ,PC
871265502383,0,HALDIRAM NIMBU MASALA 200 GM PP,PACKAGED FOODS,SNACKS,HALDIRAM GROUP,HALDIRAM'S ,PC
871265502390,0,HALDIRAM(D)PUNJABI TADKA200GM PP,PACKAGED FOODS,SNACKS,HALDIRAM GROUP,HALDIRAM'S ,PC
871265502406,0,HALDIRAM (D) MOONG DAL MSLA 200 GM,PACKAGED FOODS,SNACKS,HALDIRAM GROUP,HALDIRAM'S ,PC
871265502437,0,HALDIRAM (D) SLTD BANANA CHIPS 200 GM,PACKAGED FOODS,SNACKS,HALDIRAM GROUP,HALDIRAM'S ,PC
871265502451,0,HALDIRAM (D) MURRUKU 200 GM,PACKAGED FOODS,SNACKS,HALDIRAM GROUP,HALDIRAM'S ,PC
871265502468,0,HALDIRAM (D) CHAKOLI 200 GM,PACKAGED FOODS,SNACKS,HALDIRAM GROUP,HALDIRAM'S ,PC
871265502505,0,HALDIRAM (D) MADRASI MXTR 200 GM,PACKAGED FOODS,SNACKS,HALDIRAM GROUP,HALDIRAM'S ,PC
871265502536,0,HALDIRAM (D) MINI BHAKHAR BADI 200 GM,PACKAGED FOODS,SNACKS,HALDIRAM GROUP,HALDIRAM'S ,PC
871265502581,0,HALDIRAM (D) CHAI PURI NMKN 200GM,PACKAGED FOODS,SNACKS,HALDIRAM GROUP,HALDIRAM'S ,PC
871265502642,0,HALDIRAM (D) ALOO MSLA 140G,PACKAGED FOODS,SNACKS,HALDIRAM GROUP,HALDIRAM'S ,PC
871265502772,0,HR KACHORI,STAPLES,FRUITS & VEGETABLES,HR,LOOSE ITEMS ,PC
871265502789,0,HALDIRAM (D) TEEKHA SEV 200 GM,PACKAGED FOODS,SNACKS,HALDIRAM GROUP,HALDIRAM'S ,PC
871265504011,0,HALDIRAM ALOO BHUJIA 400G PP,PACKAGED FOODS,SNACKS,HALDIRAM GROUP,HALDIRAM'S ,PC
871265504028,0,HALDIRAM (D) PANCHRATAN 400G,PACKAGED FOODS,SNACKS,HALDIRAM GROUP,HALDIRAM'S ,PC
871265504035,0,HALDIRAM BHUJIA MASLA 400G PP,PACKAGED FOODS,SNACKS,HALDIRAM GROUP,HALDIRAM'S ,PC
871265504059,0,HALDIRAM CORNFLAKES MIX 400 GM PP,PACKAGED FOODS,SNACKS,HALDIRAM GROUP,HALDIRAM'S ,PC
871265504073,0,HALDIRAM (D) KASHMIRI MIX 400 GM,PACKAGED FOODS,SNACKS,HALDIRAM GROUP,HALDIRAM'S ,PC
871265504080,0,HALDIRAM (D) KHATTA MEETHA 400 GM,PACKAGED FOODS,SNACKS,HALDIRAM GROUP,HALDIRAM'S ,PC
871265504110,0,HALDIRAM (D) DAL BIJI 400 GM,PACKAGED FOODS,SNACKS,HALDIRAM GROUP,HALDIRAM'S ,PC
871265504158,0,HALDIRAM (D) ALL IN ONE 400 GM,PACKAGED FOODS,SNACKS,HALDIRAM GROUP,HALDIRAM'S ,PC
871265504165,0,HALDIRAM (D) NUT CRACKER 400 GM,PACKAGED FOODS,SNACKS,HALDIRAM GROUP,HALDIRAM'S ,PC
871265505025,0,HALDIRAM (D) GULAB JAMUN 1000 GM TIN PP,PACKAGED FOODS,DESSERTS,HALDIRAM GROUP,HALDIRAM'S ,PC
871265505056,0,HALDIRAM (D) RASAGULLA 1000 GM TIN PP,PACKAGED FOODS,DESSERTS,HALDIRAM GROUP,HALDIRAM'S ,PC
871265505070,0,HALDIRAM (D) MATHRI NMKN 200GM,PACKAGED FOODS,SNACKS,HALDIRAM GROUP,HALDIRAM'S ,PC
871265505087,0,HALDIRAM (D) SAMOSA 200 GM,PACKAGED FOODS,SNACKS,HALDIRAM GROUP,HALDIRAM'S ,PC
871265505100,0,HALDIRAM (D) SOAN PAPDI 500G PP,PACKAGED FOODS,DESSERTS,HALDIRAM GROUP,HALDIRAM'S ,PC
